"Year","AphiaID","Species.Latin.Name","Area","Country","AMS.Catch.TLW.","BMS.Catch.TLW."
2020,105887,"Raja montagui","27_7_A","IE",8.73456,NA
2020,105887,"Raja montagui","27_7_B","IE",0.26894,NA
2020,105887,"Raja montagui","27_7_C_2","IE",0.24182,NA
2020,105887,"Raja montagui","27_7_G","IE",31.8127,NA
2020,105887,"Raja montagui","27_7_J_2","IE",1.69741,NA
2020,105923,"Squalus acanthias","27_7_A","IE",0.356,NA
2020,105923,"Squalus acanthias","27_7_G","IE",0.5,NA
2020,105923,"Squalus acanthias","27_7_J_2","IE",1.35375,NA
2020,107254,"Nephrops norvegicus","27_4_A","IE",0.306,NA
2020,107254,"Nephrops norvegicus","27_6_A","IE",146.344,NA
2020,107254,"Nephrops norvegicus","27_6_B_2","IE",0.552,NA
2020,107254,"Nephrops norvegicus","27_7_A","IE",1645.75,0.733
2020,107254,"Nephrops norvegicus","27_7_B","IE",188.524,NA
2020,107254,"Nephrops norvegicus","27_7_C_2","IE",427.543,0.001
2020,107254,"Nephrops norvegicus","27_7_F","IE",0.17,NA
2020,107254,"Nephrops norvegicus","27_7_G","IE",1800.19,0.072
2020,107254,"Nephrops norvegicus","27_7_H","IE",119.973,NA
2020,107254,"Nephrops norvegicus","27_7_J_2","IE",269.542,NA
2020,107254,"Nephrops norvegicus","27_7_K_1","IE",0.0098,NA
2020,107254,"Nephrops norvegicus","27_7_K_2","IE",1074.93,NA
2020,107649,"Pandalus borealis","27_7_G","IE",0.16,NA
2020,107649,"Pandalus borealis","27_7_J_2","IE",0.0392,NA
2020,126122,"Lepidorhombus","27_6_A","IE",249.581,NA
2020,126122,"Lepidorhombus","27_6_B_1","IE",47.8611,NA
2020,126122,"Lepidorhombus","27_6_B_2","IE",418.834,NA
2020,126122,"Lepidorhombus","27_7_A","IE",11.7619,NA
2020,126122,"Lepidorhombus","27_7_B","IE",110.73,0.063
2020,126122,"Lepidorhombus","27_7_C_2","IE",23.3721,0.024
2020,126122,"Lepidorhombus","27_7_E","IE",0.276978,NA
2020,126122,"Lepidorhombus","27_7_F","IE",0.75366,NA
2020,126122,"Lepidorhombus","27_7_G","IE",1065.14,0.15602
2020,126122,"Lepidorhombus","27_7_H","IE",199.046,NA
2020,126122,"Lepidorhombus","27_7_J_2","IE",432.896,0.13311
2020,126122,"Lepidorhombus","27_7_K_2","IE",13.9236,0.013
2020,126417,"Clupea harengus","27_2_A_1","IE",1102.24,NA
2020,126417,"Clupea harengus","27_2_A_2","IE",1601.3,NA
2020,126417,"Clupea harengus","27_4_A","IE",234.576,NA
2020,126417,"Clupea harengus","27_6_A","IE",1027.27,NA
2020,126417,"Clupea harengus","27_7_A","IE",1982.65,NA
2020,126417,"Clupea harengus","27_7_B","IE",4.5,NA
2020,126417,"Clupea harengus","27_7_G","IE",3.03696,NA
2020,126417,"Clupea harengus","27_7_J_2","IE",91.615,NA
2020,126421,"Sardina pilchardus","27_7_G","IE",57.8,NA
2020,126425,"Sprattus sprattus","27_6_A","IE",498.189,NA
2020,126425,"Sprattus sprattus","27_7_A","IE",8540.31,NA
2020,126425,"Sprattus sprattus","27_7_B","IE",1308.14,NA
2020,126425,"Sprattus sprattus","27_7_G","IE",290.386,NA
2020,126425,"Sprattus sprattus","27_7_J_2","IE",2642.15,NA
2020,126426,"Engraulis encrasicolus","27_7_A","IE",1.67,NA
2020,126426,"Engraulis encrasicolus","27_7_J_2","IE",2689.76,NA
2020,126436,"Gadus morhua","27_6_A","IE",65.1686,NA
2020,126436,"Gadus morhua","27_6_B_1","IE",0.0234,NA
2020,126436,"Gadus morhua","27_6_B_2","IE",14.1386,NA
2020,126436,"Gadus morhua","27_7_A","IE",147.513,NA
2020,126436,"Gadus morhua","27_7_B","IE",14.7943,NA
2020,126436,"Gadus morhua","27_7_C_2","IE",2.24289,NA
2020,126436,"Gadus morhua","27_7_E","IE",0.048672,NA
2020,126436,"Gadus morhua","27_7_F","IE",0.03978,NA
2020,126436,"Gadus morhua","27_7_G","IE",323.279,0.025
2020,126436,"Gadus morhua","27_7_H","IE",26.9394,NA
2020,126436,"Gadus morhua","27_7_J_2","IE",60.6337,0.009
2020,126436,"Gadus morhua","27_7_K_2","IE",0.47385,NA
2020,126437,"Melanogrammus aeglefinus","27_2_A_2","IE",2.5,NA
2020,126437,"Melanogrammus aeglefinus","27_4_A","IE",0.018,NA
2020,126437,"Melanogrammus aeglefinus","27_6_A","IE",440.72,NA
2020,126437,"Melanogrammus aeglefinus","27_6_B_1","IE",15.3435,NA
2020,126437,"Melanogrammus aeglefinus","27_6_B_2","IE",664.136,NA
2020,126437,"Melanogrammus aeglefinus","27_7_A","IE",753.429,5.219
2020,126437,"Melanogrammus aeglefinus","27_7_B","IE",173.334,0.209
2020,126437,"Melanogrammus aeglefinus","27_7_C_2","IE",10.3444,0.099
2020,126437,"Melanogrammus aeglefinus","27_7_E","IE",4.52264,NA
2020,126437,"Melanogrammus aeglefinus","27_7_F","IE",6.28546,NA
2020,126437,"Melanogrammus aeglefinus","27_7_G","IE",1915.29,14.788
2020,126437,"Melanogrammus aeglefinus","27_7_H","IE",103.077,NA
2020,126437,"Melanogrammus aeglefinus","27_7_J_2","IE",415.213,4.9311
2020,126437,"Melanogrammus aeglefinus","27_7_K_2","IE",1.84977,0.006
2020,126438,"Merlangius merlangus","27_6_A","IE",126.141,NA
2020,126438,"Merlangius merlangus","27_6_B_2","IE",13.2316,NA
2020,126438,"Merlangius merlangus","27_7_A","IE",55.9849,0.077
2020,126438,"Merlangius merlangus","27_7_B","IE",171.839,NA
2020,126438,"Merlangius merlangus","27_7_E","IE",5.08014,NA
2020,126438,"Merlangius merlangus","27_7_F","IE",6.51202,NA
2020,126438,"Merlangius merlangus","27_7_G","IE",2286.63,5.984
2020,126438,"Merlangius merlangus","27_7_H","IE",0.719847,NA
2020,126438,"Merlangius merlangus","27_7_J_2","IE",179.644,1.569
2020,126439,"Micromesistius poutassou","27_2_A_1","IE",3.754,NA
2020,126439,"Micromesistius poutassou","27_6_A","IE",10089.2,NA
2020,126439,"Micromesistius poutassou","27_6_B_1","IE",555.14,NA
2020,126439,"Micromesistius poutassou","27_6_B_2","IE",636.485,NA
2020,126439,"Micromesistius poutassou","27_7_B","IE",543.5,NA
2020,126439,"Micromesistius poutassou","27_7_C_2","IE",22195.3,NA
2020,126439,"Micromesistius poutassou","27_7_J_2","IE",0.2161,NA
2020,126439,"Micromesistius poutassou","27_7_K_2","IE",5156.19,NA
2020,126439,"Micromesistius poutassou","27_8_A","IE",0.3,NA
2020,126440,"Pollachius pollachius","27_6_A","IE",11.7095,NA
2020,126440,"Pollachius pollachius","27_6_B_1","IE",0.07839,NA
2020,126440,"Pollachius pollachius","27_6_B_2","IE",1.3104,NA
2020,126440,"Pollachius pollachius","27_7_A","IE",16.8662,NA
2020,126440,"Pollachius pollachius","27_7_B","IE",12.1674,NA
2020,126440,"Pollachius pollachius","27_7_C_2","IE",0.182122,NA
2020,126440,"Pollachius pollachius","27_7_E","IE",0.004914,NA
2020,126440,"Pollachius pollachius","27_7_F","IE",0.0468,NA
2020,126440,"Pollachius pollachius","27_7_G","IE",239.515,NA
2020,126440,"Pollachius pollachius","27_7_H","IE",2.17035,NA
2020,126440,"Pollachius pollachius","27_7_J_2","IE",123.997,NA
2020,126440,"Pollachius pollachius","27_7_K_2","IE",0.04212,NA
2020,126440,"Pollachius pollachius","27_8_D_1","IE",0.28665,NA
2020,126441,"Pollachius virens","27_2_A_2","IE",8.385,NA
2020,126441,"Pollachius virens","27_4_A","IE",4.3,NA
2020,126441,"Pollachius virens","27_6_A","IE",64.0027,NA
2020,126441,"Pollachius virens","27_6_B_1","IE",1.66719,NA
2020,126441,"Pollachius virens","27_6_B_2","IE",59.5911,NA
2020,126441,"Pollachius virens","27_7_A","IE",2.88258,NA
2020,126441,"Pollachius virens","27_7_B","IE",17.2414,NA
2020,126441,"Pollachius virens","27_7_C_2","IE",1.37433,NA
2020,126441,"Pollachius virens","27_7_G","IE",100.734,NA
2020,126441,"Pollachius virens","27_7_J_2","IE",57.8471,NA
2020,126441,"Pollachius virens","27_7_K_2","IE",0.071638,NA
2020,126447,"Brosme brosme","27_6_A","IE",16.6925,NA
2020,126447,"Brosme brosme","27_6_B_2","IE",9.01113,NA
2020,126447,"Brosme brosme","27_7_B","IE",0.43776,NA
2020,126461,"Molva molva","27_6_A","IE",199.713,NA
2020,126461,"Molva molva","27_6_B_1","IE",9.75899,NA
2020,126461,"Molva molva","27_6_B_2","IE",96.5492,NA
2020,126461,"Molva molva","27_7_A","IE",3.70144,NA
2020,126461,"Molva molva","27_7_B","IE",19.8267,NA
2020,126461,"Molva molva","27_7_C_2","IE",4.75595,NA
2020,126461,"Molva molva","27_7_F","IE",0.13452,NA
2020,126461,"Molva molva","27_7_G","IE",144.323,NA
2020,126461,"Molva molva","27_7_H","IE",4.85179,NA
2020,126461,"Molva molva","27_7_J_2","IE",21.701,NA
2020,126461,"Molva molva","27_7_K_2","IE",3.25182,NA
2020,126484,"Merluccius merluccius","27_6_A","IE",126.815,NA
2020,126484,"Merluccius merluccius","27_6_B_2","IE",0.35187,NA
2020,126484,"Merluccius merluccius","27_7_A","IE",9.94617,0.006
2020,126484,"Merluccius merluccius","27_7_B","IE",84.555,0.026
2020,126484,"Merluccius merluccius","27_7_C_2","IE",39.2658,0.03
2020,126484,"Merluccius merluccius","27_7_E","IE",0.740481,NA
2020,126484,"Merluccius merluccius","27_7_F","IE",0.80142,NA
2020,126484,"Merluccius merluccius","27_7_G","IE",1898.73,0.452
2020,126484,"Merluccius merluccius","27_7_H","IE",56.2388,NA
2020,126484,"Merluccius merluccius","27_7_J_2","IE",1330.1,1.2501
2020,126484,"Merluccius merluccius","27_7_K_2","IE",35.2071,0.012
2020,126484,"Merluccius merluccius","27_8_A","IE",0.207,NA
2020,126501,"Phycis blennoides","27_6_A","IE",14.9173,NA
2020,126501,"Phycis blennoides","27_6_B_1","IE",0.0111,NA
2020,126501,"Phycis blennoides","27_7_B","IE",2.68444,NA
2020,126501,"Phycis blennoides","27_7_C_2","IE",0.08658,NA
2020,126501,"Phycis blennoides","27_7_H","IE",0.20979,NA
2020,126501,"Phycis blennoides","27_7_J_2","IE",0.09435,NA
2020,126501,"Phycis blennoides","27_7_K_2","IE",0.07659,NA
2020,126986,"Mullus surmuletus","27_7_E","IE",0.6826,NA
2020,126986,"Mullus surmuletus","27_7_G","IE",4.776,NA
2020,126986,"Mullus surmuletus","27_7_J_2","IE",0.251,NA
2020,127023,"Scomber scombrus","27_4_A","IE",15394.6,NA
2020,127023,"Scomber scombrus","27_6_A","IE",42823.5,NA
2020,127023,"Scomber scombrus","27_6_B_2","IE",0.08,NA
2020,127023,"Scomber scombrus","27_7_B","IE",13055.4,NA
2020,127023,"Scomber scombrus","27_7_G","IE",5.59645,NA
2020,127023,"Scomber scombrus","27_7_H","IE",0.44,NA
2020,127023,"Scomber scombrus","27_7_J_2","IE",2842.84,0.003
2020,127136,"Glyptocephalus cynoglossus","27_6_A","IE",7.75832,NA
2020,127136,"Glyptocephalus cynoglossus","27_6_B_1","IE",12.6882,NA
2020,127136,"Glyptocephalus cynoglossus","27_6_B_2","IE",9.09249,NA
2020,127136,"Glyptocephalus cynoglossus","27_7_A","IE",9.05682,NA
2020,127136,"Glyptocephalus cynoglossus","27_7_B","IE",26.9349,NA
2020,127136,"Glyptocephalus cynoglossus","27_7_C_2","IE",8.00799,NA
2020,127136,"Glyptocephalus cynoglossus","27_7_F","IE",0.46428,NA
2020,127136,"Glyptocephalus cynoglossus","27_7_G","IE",300.551,NA
2020,127136,"Glyptocephalus cynoglossus","27_7_H","IE",22.6957,NA
2020,127136,"Glyptocephalus cynoglossus","27_7_J_2","IE",54.0707,NA
2020,127136,"Glyptocephalus cynoglossus","27_7_K_2","IE",4.40107,NA
2020,127139,"Limanda limanda","27_7_G","IE",0.0666,NA
2020,127139,"Limanda limanda","27_7_J_2","IE",0.39516,NA
2020,127140,"Microstomus kitt","27_6_A","IE",11.7002,NA
2020,127140,"Microstomus kitt","27_6_B_1","IE",1.8165,NA
2020,127140,"Microstomus kitt","27_6_B_2","IE",9.6957,NA
2020,127140,"Microstomus kitt","27_7_A","IE",13.0608,NA
2020,127140,"Microstomus kitt","27_7_B","IE",4.91317,NA
2020,127140,"Microstomus kitt","27_7_C_2","IE",0.80955,NA
2020,127140,"Microstomus kitt","27_7_E","IE",0.556815,NA
2020,127140,"Microstomus kitt","27_7_G","IE",239.173,NA
2020,127140,"Microstomus kitt","27_7_H","IE",4.20615,NA
2020,127140,"Microstomus kitt","27_7_J_2","IE",45.7403,NA
2020,127141,"Platichthys flesus","27_7_A","IE",0.08208,NA
2020,127143,"Pleuronectes platessa","27_6_A","IE",14.2985,NA
2020,127143,"Pleuronectes platessa","27_6_B_2","IE",0.01155,NA
2020,127143,"Pleuronectes platessa","27_7_A","IE",173.747,3.2635
2020,127143,"Pleuronectes platessa","27_7_B","IE",5.81613,NA
2020,127143,"Pleuronectes platessa","27_7_G","IE",109.892,1.93
2020,127143,"Pleuronectes platessa","27_7_H","IE",0.854784,NA
2020,127143,"Pleuronectes platessa","27_7_J_2","IE",10.8191,NA
2020,127150,"Scophthalmus rhombus","27_6_A","IE",2.32401,NA
2020,127150,"Scophthalmus rhombus","27_7_A","IE",29.2818,NA
2020,127150,"Scophthalmus rhombus","27_7_B","IE",2.7821,NA
2020,127150,"Scophthalmus rhombus","27_7_E","IE",0.098972,NA
2020,127150,"Scophthalmus rhombus","27_7_G","IE",30.3154,NA
2020,127150,"Scophthalmus rhombus","27_7_J_2","IE",6.12782,NA
2020,127149,"Scophthalmus maximus","27_6_A","IE",3.274,NA
2020,127149,"Scophthalmus maximus","27_6_B_1","IE",0.07303,NA
2020,127149,"Scophthalmus maximus","27_6_B_2","IE",1.03752,NA
2020,127149,"Scophthalmus maximus","27_7_A","IE",22.9303,NA
2020,127149,"Scophthalmus maximus","27_7_B","IE",11.8224,NA
2020,127149,"Scophthalmus maximus","27_7_C_2","IE",1.36893,NA
2020,127149,"Scophthalmus maximus","27_7_E","IE",0.56898,NA
2020,127149,"Scophthalmus maximus","27_7_G","IE",82.0623,NA
2020,127149,"Scophthalmus maximus","27_7_H","IE",0.906237,NA
2020,127149,"Scophthalmus maximus","27_7_J_2","IE",22.4258,NA
2020,127160,"Solea solea","27_6_A","IE",9.87764,NA
2020,127160,"Solea solea","27_6_B_2","IE",0.2132,NA
2020,127160,"Solea solea","27_7_A","IE",47.8121,NA
2020,127160,"Solea solea","27_7_B","IE",13.1443,0.0305
2020,127160,"Solea solea","27_7_C_2","IE",0.04472,NA
2020,127160,"Solea solea","27_7_F","IE",0.03952,NA
2020,127160,"Solea solea","27_7_G","IE",50.7653,NA
2020,127160,"Solea solea","27_7_H","IE",11.7263,NA
2020,127160,"Solea solea","27_7_J_2","IE",26.2399,NA
2020,127259,"Chelidonichthys cuculus","27_7_A","IE",3.043,NA
2020,127259,"Chelidonichthys cuculus","27_7_B","IE",0.067,NA
2020,127259,"Chelidonichthys cuculus","27_7_E","IE",1.4404,NA
2020,127259,"Chelidonichthys cuculus","27_7_G","IE",2.612,NA
2020,127259,"Chelidonichthys cuculus","27_7_H","IE",0.6892,NA
2020,127259,"Chelidonichthys cuculus","27_7_J_2","IE",2.40115,NA
2020,127419,"Capros aper","27_6_A","IE",0.022,NA
2020,127419,"Capros aper","27_7_B","IE",6.362,NA
2020,127419,"Capros aper","27_7_G","IE",0.46,NA
2020,127419,"Capros aper","27_7_J_2","IE",2.218,NA
2020,150637,"Eutrigla gurnardus","27_7_G","IE",0.254,NA
2020,150637,"Eutrigla gurnardus","27_7_J_2","IE",0.479,NA
2020,367297,"Raja brachyura","27_6_A","IE",20.157,NA
2020,367297,"Raja brachyura","27_6_B_2","IE",0.27459,NA
2020,367297,"Raja brachyura","27_7_A","IE",320.746,NA
2020,367297,"Raja brachyura","27_7_B","IE",15.2704,NA
2020,367297,"Raja brachyura","27_7_C_2","IE",0.02599,NA
2020,367297,"Raja brachyura","27_7_E","IE",0.673028,NA
2020,367297,"Raja brachyura","27_7_F","IE",0.34013,NA
2020,367297,"Raja brachyura","27_7_G","IE",62.176,NA
2020,367297,"Raja brachyura","27_7_H","IE",2.10406,NA
2020,367297,"Raja brachyura","27_7_J_2","IE",17.3466,NA
2020,126758,"Anarhichas lupus","27_6_B_2","IE",0.38586,NA
2020,127138,"Hippoglossus hippoglossus","27_6_A","IE",0.012,NA
2020,127138,"Hippoglossus hippoglossus","27_6_B_2","IE",0.079,NA
2020,126285,"Conger conger","27_6_A","IE",9.3775,NA
2020,126285,"Conger conger","27_6_B_2","IE",0.115,NA
2020,126285,"Conger conger","27_7_A","IE",5.9255,NA
2020,126285,"Conger conger","27_7_B","IE",0.186625,NA
2020,126285,"Conger conger","27_7_C_2","IE",0.079375,NA
2020,126285,"Conger conger","27_7_E","IE",0.23,NA
2020,126285,"Conger conger","27_7_G","IE",3.33018,NA
2020,126285,"Conger conger","27_7_H","IE",9.70225,NA
2020,126285,"Conger conger","27_7_J_2","IE",20.6702,NA
2020,127156,"Pegusa lascaris","27_7_A","IE",0.0226,NA
2020,105815,"Scyliorhinus stellaris","27_7_A","IE",1.4,NA
2020,105815,"Scyliorhinus stellaris","27_7_G","IE",8.48,NA
2020,125802,"Lophius","27_7_G","IE",0.1586,NA
2020,126175,"Sebastes","27_7_J_2","IE",0.037,NA
2020,125946,"Trachurus","27_12_B","IE",37,NA
2020,125946,"Trachurus","27_6_A","IE",9181.44,NA
2020,125946,"Trachurus","27_7_B","IE",4300.02,0.037
2020,125946,"Trachurus","27_7_C_2","IE",28.45,NA
2020,125946,"Trachurus","27_7_G","IE",88.336,NA
2020,125946,"Trachurus","27_7_H","IE",141.256,NA
2020,125946,"Trachurus","27_7_J_2","IE",3247.15,0.102
2020,125946,"Trachurus","27_8_A","IE",332.002,NA
2020,125493,"Lophiidae","27_6_A","IE",697.594,NA
2020,125493,"Lophiidae","27_6_B_1","IE",52.2861,NA
2020,125493,"Lophiidae","27_6_B_2","IE",149.518,NA
2020,125493,"Lophiidae","27_7_A","IE",140.163,NA
2020,125493,"Lophiidae","27_7_B","IE",532.629,NA
2020,125493,"Lophiidae","27_7_C_2","IE",255.103,NA
2020,125493,"Lophiidae","27_7_E","IE",4.0194,NA
2020,125493,"Lophiidae","27_7_F","IE",0.65148,NA
2020,125493,"Lophiidae","27_7_G","IE",1443.27,NA
2020,125493,"Lophiidae","27_7_H","IE",136.225,NA
2020,125493,"Lophiidae","27_7_J_2","IE",824.87,NA
2020,125493,"Lophiidae","27_7_K_2","IE",410.997,NA
2020,107649,"Pandalus borealis","27_1_A","LT",3266.64,NA
2020,107649,"Pandalus borealis","27_1_B","LT",747.779,NA
2020,107649,"Pandalus borealis","27_2_B_2","LT",252.173,NA
2020,126281,"Anguilla anguilla","27_3_D_26","LT",0.002,NA
2020,126417,"Clupea harengus","27_2_A_1","LT",1056.2,NA
2020,126417,"Clupea harengus","27_3_D_25","LT",1053.5,NA
2020,126417,"Clupea harengus","27_3_D_26","LT",3084.16,NA
2020,126417,"Clupea harengus","27_3_D_28_2","LT",1439.97,NA
2020,126417,"Clupea harengus","27_4_A","LT",2732.88,NA
2020,126417,"Clupea harengus","27_4_B","LT",3299.01,NA
2020,126425,"Sprattus sprattus","27_3_D_25","LT",3302.84,NA
2020,126425,"Sprattus sprattus","27_3_D_26","LT",4172.86,NA
2020,126425,"Sprattus sprattus","27_3_D_28_2","LT",3665.18,NA
2020,126436,"Gadus morhua","27_1_A","LT",146.739,NA
2020,126436,"Gadus morhua","27_2_B_2","LT",231.373,NA
2020,126436,"Gadus morhua","27_3_D_25","LT",0.022,0.17
2020,126436,"Gadus morhua","27_3_D_26","LT",10.203,0.656
2020,126436,"Gadus morhua","27_3_D_28_2","LT",0.3423,0.211
2020,126437,"Melanogrammus aeglefinus","27_2_B_2","LT",5.7876,NA
2020,126437,"Melanogrammus aeglefinus","27_3_D_28_2","LT",0.074,NA
2020,126437,"Melanogrammus aeglefinus","27_4_A","LT",3.391,NA
2020,126437,"Melanogrammus aeglefinus","27_4_B","LT",126.842,NA
2020,126438,"Merlangius merlangus","27_3_D_28_2","LT",1.468,NA
2020,126438,"Merlangius merlangus","27_4_A","LT",17.022,NA
2020,126438,"Merlangius merlangus","27_4_B","LT",3.084,NA
2020,126439,"Micromesistius poutassou","27_2_A_1","LT",265.553,NA
2020,126439,"Micromesistius poutassou","27_2_A_2","LT",175.327,NA
2020,126439,"Micromesistius poutassou","27_4_A","LT",1538.93,NA
2020,126439,"Micromesistius poutassou","27_5_B_1_B","LT",2487.11,NA
2020,126439,"Micromesistius poutassou","27_6_A","LT",5075.62,NA
2020,126441,"Pollachius virens","27_4_A","LT",3.461,NA
2020,126444,"Trisopterus esmarkii","27_4_A","LT",23.092,NA
2020,126715,"Argentina silus","27_4_A","LT",34.968,NA
2020,126715,"Argentina silus","27_6_A","LT",114.486,NA
2020,126822,"Trachurus trachurus","27_4_A","LT",0.192,NA
2020,127023,"Scomber scombrus","27_2_A_1","LT",2.032,NA
2020,127023,"Scomber scombrus","27_3_D_26","LT",0.002,NA
2020,127023,"Scomber scombrus","27_3_D_28_2","LT",0.48,NA
2020,127023,"Scomber scombrus","27_4_A","LT",789.709,NA
2020,127023,"Scomber scombrus","27_4_B","LT",23.514,NA
2020,127139,"Limanda limanda","27_3_D_26","LT",0.278,NA
2020,127141,"Platichthys flesus","27_3_D_26","LT",74.36,NA
2020,127141,"Platichthys flesus","27_3_D_28_2","LT",3.14,NA
2020,127144,"Reinhardtius hippoglossoides","27_1_A","LT",223.119,NA
2020,127144,"Reinhardtius hippoglossoides","27_2_B_2","LT",3.159,NA
2020,127149,"Scophthalmus maximus","27_3_D_26","LT",2.289,NA
2020,127186,"Salmo salar","27_3_D_26","LT",0.98353,NA
2020,127187,"Salmo trutta","27_3_D_26","LT",0.39,NA
2020,127254,"Sebastes mentella","27_14_B_1","LT",907.503,NA
2020,127254,"Sebastes mentella","27_2_A_1","LT",1080.87,NA
2020,105711,"Rajidae","27_7_A","IM",0.0423,0
2020,105814,"Scyliorhinus canicula","27_7_A","IM",9.04,0
2020,105869,"Dipturus batis","27_7_A","IM",0.0152,0
2020,105883,"Raja clavata","27_7_A","IM",1.5722,0
2020,105887,"Raja montagui","27_7_A","IM",0.0066,0
2020,107254,"Nephrops norvegicus","27_6_A","IM",11.356,0
2020,107254,"Nephrops norvegicus","27_7_A","IM",6.3572,0
2020,107649,"Pandalus borealis","27_7_A","IM",0.0054,0
2020,126417,"Clupea harengus","27_7_A","IM",0.0159,0
